cijena,stanje,broj_kvadrata,sprat,namjesten,broj_soba,grijanje
198000,0,63,1,1,2,1
199500,0,68,1,1,2,1
200000,0,100,1,1,3,1
200000,1,50,1,1,1.5,1
220800,0,92,1,1,3,1
228000,0,76,1,1,3,1
240000,0,82,1,1,3,1
240000,0,90,1,1,2,1
244000,1,91,1,1,3,1
245000,0,90,1,1,3,1
250000,0,66,1,1,2,1
270000,0,90,1,1,3,1
270000,0,97,1,1,3,1
283500,0,81,1,1,3,1
285000,0,70,1,1,3,1
285000,0,130,1,1,3,1
286500,1,109,1,1,4,1
288000,0,116,1,1,4,1
290000,0,150,1,1,4,1
299000,0,92,1,1,4,1
299500,0,100,1,1,3,1
320000,0,97,1,1,3,1
320000,0,285,1,1,3,1
325000,0,90,1,1,3,1
330000,0,116,1,1,4,1
350000,0,108,1,1,4,1
350000,0,108,1,1,4,1
382000,1,83,1,1,4,1
410000,0,113,1,1,4,1
430000,0,190,1,1,4,1
550000,0,131,1,1,4,1
650000,0,264,1,1,5,1
1500000,0,276,1,1,5,1
45000,0,23,1,1,0,2
82000,0,30,1,1,0,2
82000,0,30,1,1,0,2
82900,0,56,1,1,3,2
84000,0,30,1,1,0,2
89500,0,52,1,1,2,2
110000,0,64,1,1,3,2
114900,0,54,1,1,2,2
115000,0,54,1,1,2,2
120000,0,63,1,1,2,2
135000,0,53,1,1,3,2
135000,0,67,1,1,3,2
145000,1,57,1,1,2,2
150000,0,48,1,1,2,2
154000,0,57,1,1,2,2
154900,0,57,1,1,2,2
155000,0,55,1,1,2,2
156600,0,58,1,1,2,2
160000,0,64,1,1,2,2
176000,0,84,1,1,3,2
192500,0,71,1,1,3,2
205000,0,86,1,1,3,2
205000,0,63,1,1,2,2
229000,0,75,1,1,3,2
249000,0,81,1,1,4,2
250000,0,74,1,1,3,2
250000,0,74,1,1,3,2
250000,0,74,1,1,3,2
250000,0,74,1,1,3,2
250000,0,74,1,1,3,2
250000,1,74,1,1,3,2
250000,0,74,1,1,3,2
250000,0,74,1,1,3,2
250000,0,74,1,1,3,2
250000,0,75,1,1,3,2
293000,0,67,1,1,3,2
300000,0,78,1,1,5,2
379000,0,108,1,1,5,2
490000,0,125,1,1,4,2
99000,0,60,1,1,3,3
108000,0,78,1,1,2,3
120000,0,61,1,1,2,3
124000,0,58,1,1,3,3
130000,0,66,1,1,3,3
134000,0,53,1,1,3,3
135000,0,53,1,1,3,3
145000,0,53,1,1,2,3
145000,0,53,1,1,2,3
150000,0,55,1,1,1,3
163800,1,39,1,1,2,3
248500,0,76,1,1,4,3
405000,1,118,1,1,4,3
75000,0,30,1,1,0,4
77000,0,45,1,1,2,4
83000,0,38,1,1,1.5,4
87000,0,47,1,1,2,4
95000,0,30,1,1,1,4
110000,0,40,1,1,2,4
119999,1,69,1,1,4,4
127000,0,59,1,1,2,4
130000,0,57,1,1,3,4
140000,0,56,1,1,2,4
165000,0,65,1,1,2,4
179000,0,66,1,1,2,4
180000,0,84,1,1,3,4
217000,0,62,1,1,2,4
240000,0,196,1,1,3,4
250000,0,66,1,1,2,4
299000,0,116,1,1,4,4
383000,1,119,1,1,4,4
490000,0,86,1,1,3,4
65000,0,31,1,1,1,5
99000,1,45,1,1,2,5
114000,0,69,1,1,3,5
117000,0,69,1,1,3,5
160000,0,70,1,1,2,5
180000,0,81,1,1,3,5
230000,0,63,1,1,2,5
250000,0,105,1,1,3,5
256000,0,105,1,1,3,5
61000,0,20,2,1,0,1
72000,0,30,2,1,0,1
80000,0,70,2,1,1,1
85000,0,47,2,1,3,1
85000,0,47,2,1,2,1
85000,0,31,2,1,1,1
90000,0,50,2,1,2,1
95000,0,65,2,1,3,1
110000,0,61,2,1,2,1
115000,0,57,2,1,3,1
115000,0,60,2,1,3,1
115000,0,60,2,1,3,1
120000,0,55,2,1,2,1
121359,0,65,2,1,3,1
121500,0,56,2,1,3,1
122000,0,65,2,1,3,1
124000,0,52,2,1,2,1
125000,0,46,2,1,2,1
127950,0,60,2,1,2,1
130000,0,41,2,1,2,1
130000,0,41,2,1,2,1
130000,0,40,2,1,1,1
130600,0,60,2,1,2,1
133500,0,60,2,1,2,1
134000,0,59,2,1,2,1
135000,0,70,2,1,3,1
135000,0,40,2,1,2,1
136000,0,43,2,1,1.5,1
137000,0,70,2,1,3,1
137000,0,70,2,1,3,1
137000,0,70,2,1,3,1
145000,0,70,2,1,3,1
145000,1,48,2,1,2,1
151900,0,54,2,1,2,1
160000,0,47,2,1,2,1
164650,0,89,2,1,3,1
170000,0,74,2,1,3,1
170000,0,74,2,1,3,1
170000,0,74,2,1,3,1
192000,0,84,2,1,2,1
196000,0,89,2,1,4,1
208000,0,93,2,1,3,1
210900,0,60,2,1,3,1
213600,0,89,2,1,4,1
215000,0,75,2,1,3,1
220000,0,100,2,1,4,1
220000,0,80,2,1,3,1
227000,0,81,2,1,3,1
230000,0,73,2,1,3,1
245000,0,60,2,1,3,1
245000,0,60,2,1,3,1
248000,0,209,2,1,4,1
249000,0,91,2,1,3,1
250000,0,95,2,1,4,1
250000,0,65,2,1,3,1
260000,1,68,2,1,3,1
265000,0,89,2,1,4,1
270000,0,75,2,1,4,1
300000,0,66,2,1,3,1
310000,0,100,2,1,3,1
320000,0,80,2,1,3,1
324800,0,112,2,1,4,1
335000,0,125,2,1,4,1
349000,0,112,2,1,4,1
375000,0,140,2,1,4,1
390000,1,95,2,1,3,1
398000,0,74,2,1,2,1
398000,0,74,2,1,2,1
398000,0,74,2,1,2,1
420000,1,113,2,1,4,1
420000,0,113.55,2,1,4,1
430000,0,113,2,1,4,1
430000,0,113,2,1,4,1
450000,0,143,2,1,5,1
459000,0,145,2,1,5,1
530000,0,110,2,1,3,1
550000,0,110,2,1,3,1
559800,1,124,2,1,5,1
566500,0,110,2,1,3,1
800000,0,200,2,1,5,1
83000,0,29,2,1,0,2
100000,0,40,2,1,1,2
125000,0,56,2,1,2,2
130000,0,54,2,1,2,2
135000,0,54,2,1,2,2
154500,0,78,2,1,4,2
156000,0,78,2,1,4,2
185000,0,70,2,1,3,2
185000,0,44,2,1,2,2
230000,0,85,2,1,4,2
235000,0,85,2,1,3,2
260000,0,76,2,1,3,2
283500,0,83,2,1,4,2
370000,0,96,2,1,4,2
49455,1,60,2,1,2,3
102000,0,49,2,1,2,3
124000,0,130,2,1,5,3
129990,0,66,2,1,2,3
130000,0,66,2,1,2,3
132000,0,66,2,1,2,3
155000,0,56,2,1,2,3
215000,0,82,2,1,4,3
275000,0,84,2,1,4,3
283500,0,83,2,1,4,3
283500,0,84,2,1,4,3
79900,0,37,2,1,2,4
79900,0,42,2,1,2,4
95000,0,53,2,1,3,4
95000,0,53,2,1,2,4
111999,0,52,2,1,2,4
112000,0,47,2,1,3,4
135000,0,46,2,1,2,4
155000,0,48,2,1,2,4
160000,0,58,2,1,3,4
180000,1,60,2,1,3,4
249600,0,96,2,1,3,4
252000,0,490,2,1,3,4
299000,0,79,2,1,4,4
455000,0,138,2,1,5,4
455000,0,140,2,1,5,4
463000,0,129,2,1,5,4
485000,0,150,2,1,5,4
530000,0,140,2,1,5,4
250000,0,100,2,1,4,5
250000,0,100,2,1,4,5
94000,0,36,3,1,2,1
104000,0,56,3,1,3,1
110000,0,56,3,1,3,1
116000,0,65,3,1,3,1
119000,0,58,3,1,3,1
120000,0,67,3,1,3,1
125000,1,52,3,1,2,1
129000,0,72,3,1,3,1
129900,0,57,3,1,2,1
134000,0,55,3,1,2,1
135000,0,59,3,1,2,1
136500,0,75,3,1,3,1
137000,0,76,3,1,3,1
137000,0,76,3,1,3,1
139000,0,56,3,1,3,1
139000,0,56,3,1,3,1
139000,0,92,3,1,3,1
142000,0,78,3,1,3,1
143000,1,36,3,1,2,1
149000,0,36,3,1,2,1
160000,0,57.52,3,1,3,1
160000,0,63,3,1,2,1
165000,0,74,3,1,3,1
175000,0,112,3,1,4,1
180000,0,75,3,1,3,1
180000,0,89,3,1,3,1
180000,0,104,3,1,3,1
185000,0,58,3,1,3,1
186000,0,62,3,1,2,1
189000,0,54,3,1,2,1
195000,0,100,3,1,4,1
199000,0,90,3,1,3,1
200000,1,96,3,1,3,1
205000,0,91,3,1,4,1
206000,0,77,3,1,3,1
207000,0,116,3,1,4,1
207000,0,155,3,1,4,1
209990,0,66,3,1,3,1
210000,0,50,3,1,3,1
210000,1,77,3,1,3,1
210000,0,92,3,1,3,1
214000,0,59,3,1,2,1
219000,0,76,3,1,3,1
230000,0,112,3,1,4,1
230000,0,112,3,1,4,1
230000,0,112,3,1,4,1
249000,0,72,3,1,3,1
249000,0,91,3,1,3,1
249900,0,91,3,1,3,1
250000,0,83,3,1,3,1
280000,0,83,3,1,4,1
280000,0,83,3,1,3,1
290000,0,80,3,1,3,1
300000,0,80,3,1,3,1
313000,0,97,3,1,3,1
320000,0,96,3,1,4,1
320000,0,96,3,1,3,1
320000,0,96,3,1,3,1
380000,0,120,3,1,3,1
450000,0,133,3,1,5,1
500000,1,115,3,1,4,1
699000,1,125,3,1,4,1
75110,0,37,3,1,1,2
80000,0,38,3,1,0,2
91000,1,42,3,1,2,2
99000,0,49,3,1,2,2
99000,0,34,3,1,1,2
99000,0,34,3,1,1,2
99000,0,34,3,1,0,2
110000,0,40,3,1,1.5,2
118000,0,55,3,1,3,2
118000,0,55,3,1,3,2
118500,0,55,3,1,3,2
118500,0,55,3,1,3,2
119000,0,25,3,1,0,2
123500,0,25,3,1,0,2
125000,0,69,3,1,3,2
125000,0,47,3,1,2,2
126000,0,88,3,1,4,2
127000,0,68,3,1,3,2
129000,0,68,3,1,3,2
130000,0,41,3,1,1.5,2
135000,0,80,3,1,3,2
135000,0,54,3,1,2,2
135000,0,65,3,1,2,2
156500,0,58,3,1,2,2
159000,0,58,3,1,3,2
185000,1,71,3,1,3,2
200000,0,55,3,1,1,2
228000,0,79,3,1,3,2
235000,1,91,3,1,3,2
250000,0,74,3,1,3,2
279000,0,90,3,1,3,2
310000,0,71,3,1,3,2
335000,0,82,3,1,2,2
345000,0,88,3,1,3,2
390000,0,100,3,1,4,2
390000,0,100,3,1,4,2
600000,0,112,3,1,4,2
100000,0,45,3,1,2,3
105000,0,49,3,1,2,3
129000,0,63,3,1,3,3
130000,0,64,3,1,2,3
130200,0,62,3,1,3,3
211000,0,72.45,3,1,3,3
60000,0,21,3,1,0,4
63000,0,30,3,1,0,4
65000,0,58,3,1,2,4
73000,0,43,3,1,1,4
85000,0,95,3,1,2,4
95000,0,34,3,1,1,4
97000,0,68,3,1,3,4
109000,0,72,3,1,3,4
120000,0,56,3,1,2,4
125000,0,48,3,1,2,4
125000,0,49,3,1,2,4
126000,1,63,3,1,2,4
129000,0,45,3,1,2,4
180000,0,60,3,1,3,4
207000,0,90,3,1,2,4
260000,0,91,3,1,3,4
325000,0,114,3,1,3,4
143000,0,57,3,1,2,5
320000,0,85,3,1,3,5
79000,0,58,4,1,2,1
93000,0,53,4,1,2,1
93000,0,53,4,1,2,1
95000,0,48,4,1,2,1
99900,0,53,4,1,3,1
100000,0,60,4,1,4,1
108000,0,50,4,1,2,1
108000,0,50,4,1,2,1
115000,0,83,4,1,3,1
119000,0,53,4,1,2,1
119000,0,58,4,1,2,1
119000,0,58,4,1,2,1
119000,0,58,4,1,2,1
120000,0,53,4,1,2,1
120000,0,62,4,1,2,1
125000,0,70,4,1,3,1
129000,0,58,4,1,2,1
129000,0,58,4,1,2,1
130000,0,53,4,1,2,1
130000,0,54,4,1,2,1
133000,1,55,4,1,2,1
137000,0,50,4,1,2,1
139000,0,42,4,1,2,1
139000,0,43,4,1,2,1
139000,0,65,4,1,2,1
140000,0,53,4,1,2,1
141000,0,43,4,1,2,1
145000,0,56,4,1,3,1
145000,1,43,4,1,2,1
150000,0,50,4,1,2,1
158000,1,63,4,1,2,1
165000,0,61,4,1,3,1
166000,0,108,4,1,4,1
169000,0,73,4,1,3,1
170000,0,73,4,1,3,1
177000,0,73,4,1,3,1
180000,0,58,4,1,3,1
185000,0,80,4,1,3,1
187000,0,74,4,1,3,1
190000,0,63,4,1,3,1
192000,0,90,4,1,4,1
200000,0,66,4,1,3,1
202000,0,77,4,1,3,1
220000,0,66,4,1,3,1
225000,0,96,4,1,4,1
225000,0,72,4,1,3,1
227000,0,82,4,1,3,1
234000,0,53,4,1,1,1
237600,0,71,4,1,2,1
237600,1,72,4,1,2,1
237600,0,72,4,1,2,1
237600,0,72,4,1,2,1
237600,0,72,4,1,2,1
239000,0,97,4,1,4,1
239000,0,132,4,1,4,1
240000,0,100,4,1,4,1
248500,0,89,4,1,3,1
280000,0,91,4,1,3,1
289000,0,80,4,1,3,1
295000,0,83,4,1,4,1
310000,0,97,4,1,3,1
325000,0,92,4,1,4,1
327000,0,91,4,1,4,1
330000,0,87,4,1,4,1
335000,0,83,4,1,4,1
359000,0,140,4,1,3,1
390000,0,150,4,1,4,1
67000,0,29,4,1,1,2
76900,0,39,4,1,0,2
80000,0,35,4,1,1,2
85000,1,45,4,1,2,2
88000,0,47,4,1,2,2
91000,0,39,4,1,1.5,2
91000,0,39,4,1,1,2
95000,0,54,4,1,2,2
95000,0,39,4,1,1,2
96000,0,55,4,1,2,2
99000,0,55,4,1,2,2
100000,0,44,4,1,2,2
100800,0,56,4,1,2,2
104000,0,52,4,1,2,2
110000,0,60,4,1,2,2
113000,0,36,4,1,1,2
115000,0,50,4,1,2,2
120000,0,61,4,1,3,2
123000,0,74,4,1,3,2
130000,0,58,4,1,3,2
130000,0,58,4,1,3,2
130000,0,64,4,1,3,2
130000,0,58,4,1,2,2
130000,0,64,4,1,2,2
133000,0,64,4,1,2,2
136000,0,69,4,1,2,2
139000,0,58,4,1,3,2
140000,0,83,4,1,4,2
140000,0,72,4,1,3,2
145000,0,51,4,1,2,2
150000,0,63,4,1,3,2
155000,0,58,4,1,2,2
160000,0,84,4,1,3,2
166000,0,71,4,1,3,2
167000,0,71,4,1,3,2
180000,0,70,4,1,2,2
180000,0,70,4,1,2,2
187900,0,63,4,1,4,2
189900,1,62,4,1,2,2
199500,0,72,4,1,3,2
210000,0,70,4,1,3,2
220000,0,93,4,1,4,2
229000,0,90,4,1,4,2
229000,0,95,4,1,4,2
229000,0,98,4,1,4,2
229000,0,99,4,1,4,2
233000,0,102,4,1,4,2
252000,0,80,4,1,3,2
265000,0,72,4,1,4,2
265000,0,72,4,1,3,2
265000,1,75,4,1,3,2
265000,0,77,4,1,3,2
270000,0,90,4,1,2,2
290000,0,75,4,1,3,2
290000,0,75,4,1,3,2
290000,0,77,4,1,3,2
400000,0,103,4,1,4,2
82000,0,40,4,1,1,3
95000,0,36,4,1,1,3
105000,0,49,4,1,2,3
109000,0,65,4,1,2,3
115000,0,42,4,1,2,3
115000,0,42,4,1,2,3
118000,1,51,4,1,2,3
120000,1,51,4,1,2,3
125000,0,82,4,1,3,3
163900,0,66,4,1,3,3
250000,0,110,4,1,3,3
370000,0,125,4,1,5,3
75000,0,28,4,1,1,4
77500,0,28,4,1,1,4
78000,0,36,4,1,1.5,4
80000,0,28,4,1,1,4
93000,0,68,4,1,2,4
93000,0,68,4,1,2,4
99000,0,65,4,1,2,4
115000,0,52,4,1,2,4
180000,0,58,4,1,3,4
195000,0,62,4,1,3,4
195000,0,62,4,1,3,4
200000,0,85,4,1,3,4
225000,0,73,4,1,2,4
93000,0,68,4,1,2,5
100500,0,64,5,1,3,1
105000,1,49,5,1,1,1
125000,0,57,5,1,2,1
130000,0,70,5,1,3,1
139000,0,61,5,1,2,1
145000,0,85,5,1,4,1
145000,0,69,5,1,3,1
145000,0,53,5,1,2,1
159000,1,39,5,1,1,1
159900,0,93,5,1,4,1
160000,0,83,5,1,3,1
165000,0,81,5,1,4,1
170000,0,85,5,1,3,1
175000,0,69,5,1,3,1
179000,0,69,5,1,3,1
220000,0,60,5,1,3,1
220000,0,104,5,1,3,1
230000,0,141,5,1,5,1
230000,0,91,5,1,3,1
233000,0,103,5,1,4,1
239000,0,105,5,1,3,1
240000,0,140,5,1,4,1
250000,0,105,5,1,5,1
250000,0,140,5,1,4,1
268000,1,84,5,1,3,1
270000,0,70,5,1,3,1
270000,0,70,5,1,3,1
278000,0,112,5,1,4,1
279000,0,112,5,1,4,1
280000,0,87,5,1,4,1
300000,0,142,5,1,4,1
315000,0,126,5,1,4,1
350000,0,80,5,1,3,1
1000000,0,1300,5,1,5,1
1000,0,74,5,1,3,2
82000,0,53,5,1,2,2
83000,0,28,5,1,0,2
95000,0,40,5,1,1,2
102000,0,80,5,1,3,2
108000,0,38,5,1,1,2
115000,0,101,5,1,4,2
120000,0,52,5,1,2,2
130000,0,54,5,1,2,2
139990,1,61,5,1,2,2
140000,0,93,5,1,4,2
151000,0,70,5,1,3,2
159500,0,59,5,1,2,2
162000,1,54,5,1,3,2
169000,0,58,5,1,2,2
175000,0,56,5,1,2,2
175000,0,58,5,1,2,2
176000,0,51,5,1,2,2
210000,0,93,5,1,4,2
225000,0,112,5,1,4,2
230000,0,80,5,1,3,2
249900,0,108,5,1,4,2
349000,0,143,5,1,5,2
350000,0,143,5,1,5,2
81504,1,33,5,1,0,3
119000,0,54,5,1,2,3
120000,0,54,5,1,2,3
183000,0,73,5,1,2,3
189000,0,74,5,1,2,3
199000,0,88,5,1,4,3
229500,0,80,5,1,3,3
82500,0,28,5,1,0,4
99000,0,90,5,1,4,4
109000,1,90,5,1,2,4
118000,0,38,5,1,2,4
129000,0,54,5,1,2,4
197000,0,62,5,1,2,4
145000,0,85,5,1,4,5
197000,0,62,5,1,3,5
75000,0,41,6,1,1,1
89000,0,40,6,1,2,1
108000,0,54,6,1,2,1
108000,0,54,6,1,2,1
108000,0,54,6,1,2,1
108000,0,54,6,1,2,1
110000,0,54,6,1,2,1
127000,0,60,6,1,2,1
127990,0,67,6,1,3,1
139000,0,56,6,1,2,1
159000,0,83,6,1,3,1
175000,0,72,6,1,3,1
185000,1,65,6,1,3,1
199000,0,68,6,1,2,1
210000,1,101,6,1,4,1
226000,0,78,6,1,3,1
226000,1,78,6,1,3,1
227000,0,78,6,1,3,1
227000,1,78,6,1,3,1
230000,0,65,6,1,3,1
243800,1,92,6,1,3,1
270000,0,138,6,1,4,1
310000,0,86,6,1,3,1
528000,1,220,6,1,5,1
79000,0,35,6,1,1.5,2
80000,0,59,6,1,3,2
80000,0,35,6,1,1,2
96000,0,38,6,1,1,2
110000,0,50,6,1,2,2
110000,0,47,6,1,1.5,2
130000,0,40,6,1,1,2
170000,0,72,6,1,3,2
173000,0,61,6,1,2,2
400000,0,86,6,1,4,2
600000,0,126,6,1,5,2
70000,0,33,6,1,0,3
72000,0,31,6,1,2,3
98000,0,54,6,1,2,3
100000,0,50,6,1,2,3
108000,0,58,6,1,2,3
108000,0,58,6,1,2,3
189000,0,87,6,1,3,3
89000,0,34,6,1,1.5,4
230000,0,63,6,1,3,4
230000,0,72,6,1,3,4
98000,0,53,7,1,2,1
115000,0,78,7,1,4,1
120000,0,78,7,1,3,1
130000,0,52,7,1,2,1
133680,0,70,7,1,3,1
139000,0,56,7,1,2,1
142800,0,56,7,1,2,1
86000,0,38,7,1,1,2
89000,0,38,7,1,0,2
109000,0,61,7,1,3,2
118000,0,45,7,1,1.5,2
124000,0,39,7,1,1,2
153000,0,78,7,1,3,2
155000,0,53,7,1,2,2
160000,0,53,7,1,2,2
172000,0,105,7,1,4,2
190000,0,87,7,1,4,2
450000,0,119,7,1,5,2
600000,0,149,7,1,5,2
620000,0,149,7,1,5,2
620000,0,150,7,1,4,2
115000,0,39,7,1,1.5,3
115000,1,39,7,1,1.5,3
115000,0,39,7,1,1.5,3
115000,0,39,7,1,1.5,3
141900,0,59,7,1,3,3
160000,0,80,7,1,3,3
350000,0,94,7,1,3,3
130000,0,81,7,1,3,5
108000,0,64,8,1,2,1
140000,0,68,8,1,3,2
140000,0,84,8,1,3,2
145000,0,68,8,1,3,2
154000,0,54,8,1,2,2
159000,0,100,8,1,4,2
162000,0,64,8,1,3,2
237500,1,90,8,1,4,2
93000,0,29,8,1,0,3
108000,0,65,8,1,2,3
115000,0,49,8,1,2,3
116000,0,49,8,1,2,3
158000,0,57,8,1,3,3
185000,1,65,8,1,3,3
190000,1,77,8,1,3,3
190900,0,128,8,1,5,4
106000,0,56,9,1,2,2
145000,0,71,9,1,4,2
145500,0,63,9,1,2,2
159000,0,100,9,1,5,2
298700,0,67,9,1,3,2
310000,1,67,9,1,3,2
500,0,88,9,1,4,3
134800,0,51,9,1,3,3
220000,0,68,9,1,3,3
160000,0,85,10,1,4,1
80000,0,35,10,1,1.5,2
130000,0,72,10,1,3,2
130000,0,72,10,1,3,2
130000,0,72,10,1,3,2
140000,0,67,10,1,3,2
149000,0,67,10,1,3,2
149000,0,70,10,1,3,2
180000,0,103,10,1,4,2
210000,0,73,10,1,3,2
119900,0,60,10,1,3,3
130000,0,66,10,1,3,3
149000,0,67,10,1,3,3
149000,0,69,10,1,3,3
170000,0,85,10,1,4,3
180000,0,102,10,1,4,3
258000,0,79.24,10,1,3,3
258000,0,80,10,1,3,3
93500,0,40,11,1,3,2
95000,0,40,11,1,1.5,2
129000,0,70,11,1,3,2
129000,0,56,11,1,2,2
180000,0,77,11,1,3,2
77000,0,34,11,1,0,3
77000,0,38,11,1,0,3
77000,0,38,11,1,0,3
92700,0,40,11,1,3,3
92700,0,40,11,1,2,3
92700,0,40,11,1,2,3
103000,0,49,11,1,2,3
104000,0,66,11,1,2,3
115000,0,52,11,1,3,3
115000,0,52,11,1,3,3
115000,0,52,11,1,3,3
115000,0,55,11,1,3,3
75000,0,33,12,1,0,2
300000,0,110,12,1,5,2
103000,0,57,12,1,2,3
127000,0,72,12,1,3,3
270000,0,97,12,1,5,3
299000,0,104,12,1,3,3
79900,0,70,13,1,1.5,2
89000,0,36,13,1,1.5,2
97000,0,56,13,1,2,2
135000,0,66,13,1,3,2
90000,0,45,13,1,2,3
95000,0,44,13,1,2,3
95000,0,44,13,1,2,3
97000,0,44,13,1,2,3
98000,0,49,13,1,2,3
109000,0,48,13,1,1.5,3
109000,0,48,13,1,1.5,3
110000,1,61,13,1,3,3
119000,0,58.3,13,1,3,3
129900,0,66,13,1,3,3
140000,0,86,13,1,3,3
85000,0,45,14,1,2,2
210000,0,70,14,1,3,2
257500,1,92,14,1,3,2
470000,0,101,14,1,3,2
87000,0,32,14,1,0,3
455000,0,101,14,1,3,3
125000,0,69,15,1,3,1
110000,0,69,15,1,3,2
170000,0,71,15,1,3,2
190000,0,71,15,1,3,2
170000,0,51,17,1,2,2
93500,0,55,18,1,2,2
93500,0,55,18,1,2,2
130000,0,50,18,1,2,2
130000,0,50,18,1,2,2
165000,0,72,19,1,3,2
195000,0,76,19,1,4,2
