cijena,stanje,lokacija,broj_kvadrata,sprat,namjesten,broj_soba,grijanje
89000,0,Novi Grad,37,3,0.5,1,3
139900,0,Ilidza,76,3,0.5,3,3
158000,0,Ilidza,84,3,0.5,3,3
106000,0,Opcina Centar,40,3,0.5,2,4
121000,0,Novo Sarajevo,56,3,0.5,2,4
123000,0,Opcina Centar,60,3,0.5,2,4
144000,0,Ilidza,81,3,0.5,3,4
155000,0,Opcina Centar,55,3,0.5,2,4
156000,0,Vogosca,80,3,0.5,3,4
159000,0,Opcina Centar,43,3,0.5,2,4
110000,0,Novi Grad,60,3,0.5,2,5
94990,0,Ilidza,58,4,0.5,3,1
95000,0,Ilidza,82,4,0.5,3,1
95500,0,Ilidza,82,4,0.5,3,1
110000,0,Ilidza,76,4,0.5,3,1
110000,0,Ilidza,48,4,0.5,2,1
110000,0,Novo Sarajevo,56,4,0.5,2,1
110000,0,Ilidza,58,4,0.5,2,1
115000,0,Ilidza,58,4,0.5,2,1
115000,0,Ilidza,58,4,0.5,2,1
119000,0,Ilidza,49,4,0.5,2,1
120000,0,Ilidza,85,4,0.5,3,1
125000,0,Stari Grad,49,4,0.5,2,1
147900,0,Ilidza,87,4,0.5,3,1
149999,0,Opcina Centar,63,4,0.5,3,1
170000,0,Opcina Centar,56,4,0.5,2,1
180000,0,Novo Sarajevo,74,4,0.5,3,1
185000,0,Opcina Centar,80,4,0.5,3,1
200000,0,Stari Grad,66,4,0.5,3,1
220000,0,Opcina Centar,81,4,0.5,3,1
230000,0,Novo Sarajevo,90,4,0.5,4,1
230000,1,Ilidza,102,4,0.5,4,1
230000,1,Ilidza,102,4,0.5,3,1
235000,0,Stari Grad,72,4,0.5,4,1
235000,0,Stari Grad,72,4,0.5,4,1
237600,0,Opcina Centar,72,4,0.5,2,1
240000,0,Opcina Centar,72,4,0.5,3,1
295000,0,Opcina Centar,92,4,0.5,4,1
93000,0,Ilidza,54,4,0.5,2,2
97000,0,Novi Grad,47,4,0.5,1.5,2
105000,0,Novi Grad,69,4,0.5,3,2
105000,0,Novi Grad,69,4,0.5,3,2
115500,0,Novi Grad,53,4,0.5,2,2
115500,0,Novi Grad,53,4,0.5,2,2
119500,0,Ilidza,71,4,0.5,3,2
128000,0,Novi Grad,54,4,0.5,2,2
128500,0,Novi Grad,54,4,0.5,2,2
128500,0,Novo Sarajevo,54,4,0.5,2,2
128500,0,Novi Grad,54,4,0.5,2,2
135000,0,Novo Sarajevo,58,4,0.5,2,2
138000,0,Novi Grad,70,4,0.5,3,2
149000,0,Novo Sarajevo,52,4,0.5,2,2
150000,0,Novi Grad,81,4,0.5,4,2
151000,0,Novi Grad,74,4,0.5,3,2
152500,0,Novi Grad,78,4,0.5,4,2
155500,0,Novi Grad,81,4,0.5,4,2
165000,0,Novo Sarajevo,71,4,0.5,3,2
167000,0,Novo Sarajevo,71,4,0.5,3,2
179000,0,Novo Sarajevo,81,4,0.5,4,2
206000,0,Novo Sarajevo,72,4,0.5,3,2
229000,0,Novo Sarajevo,98,4,0.5,4,2
384000,0,Opcina Centar,128,4,0.5,4,2
389000,0,Opcina Centar,154,4,0.5,5,2
389000,0,Opcina Centar,154,4,0.5,5,2
65000,0,Ilidza,26,4,0.5,0,3
82000,0,Ilidza,41,4,0.5,1.5,3
155000,0,Novi Grad,82,4,0.5,4,3
167000,0,Novo Sarajevo,71,4,0.5,3,3
439000,0,Opcina Centar,125,4,0.5,5,3
118000,0,Ilidza,62,4,0.5,3,4
169000,0,Novo Sarajevo,62,4,0.5,3,4
380000,0,Opcina Centar,120,4,0.5,4,4
130000,0,Vogosca,62,4,0.5,2,5
270000,0,Opcina Centar,100,4,0.5,3,5
79900,0,Opcina Centar,38,5,0.5,1,1
79900,0,Opcina Centar,38,5,0.5,1,1
119000,0,Novi Grad,64,5,0.5,2,1
143000,0,Ilidza,78,5,0.5,4,1
144300,0,Ilidza,78,5,0.5,4,1
150000,0,Novo Sarajevo,96,5,0.5,5,1
155000,0,Opcina Centar,55,5,0.5,2,1
180000,0,Ilidza,71,5,0.5,3,1
234600,0,Stari Grad,69,5,0.5,3,1
250000,0,Stari Grad,104,5,0.5,4,1
268800,0,Stari Grad,84,5,0.5,3,1
270000,0,Opcina Centar,142,5,0.5,4,1
279000,0,Opcina Centar,112,5,0.5,4,1
295000,0,Novi Grad,138,5,0.5,5,1
360000,0,Ilidza,140,5,0.5,3,1
110000,0,Novi Grad,105,5,0.5,4,2
110000,0,Novi Grad,105,5,0.5,4,2
110000,0,Novi Grad,101,5,0.5,3,2
115000,0,Novi Grad,59,5,0.5,2,2
125000,0,Ilidza,57,5,0.5,3,2
125000,0,Ilidza,58,5,0.5,3,2
146000,0,Novi Grad,80,5,0.5,3,2
175000,0,Novo Sarajevo,58,5,0.5,2,2
185000,0,Opcina Centar,66,5,0.5,3,2
212000,0,Novi Grad,89,5,0.5,4,2
225000,0,Opcina Centar,72,5,0.5,3,2
93000,0,Novi Grad,89,5,0.5,4,4
95000,0,Novi Grad,89,5,0.5,4,4
97000,0,Novi Grad,89,5,0.5,4,4
140000,0,Novo Sarajevo,55,5,0.5,3,4
197000,0,Opcina Centar,62,5,0.5,3,4
198000,0,Novo Sarajevo,62,5,0.5,3,4
160000,1,Vogosca,80,5,0.5,3,5
99000,0,Ilidza,51,6,0.5,2,1
226000,0,Ilidza,78,6,0.5,3,1
235000,0,Vogosca,100,6,0.5,4,1
305000,0,Stari Grad,83,6,0.5,3,1
350000,0,Ilidza,134,6,0.5,4,1
570000,0,Opcina Centar,160,6,0.5,5,1
97000,0,Novo Sarajevo,40,6,0.5,1.5,2
265000,0,Novo Sarajevo,78,6,0.5,4,2
189000,0,Ilidza,87,6,0.5,3,3
84000,0,Vogosca,59,6,0.5,3,4
156000,0,Vogosca,80,6,0.5,3,4
93000,0,Novi Grad,53,7,0.5,2,1
93500,0,Novi Grad,53,7,0.5,2,1
115000,0,Novi Grad,111,7,0.5,4,1
127000,0,Ilidza,68,7,0.5,3,1
305000,0,Stari Grad,84,7,0.5,3,1
330000,0,Novo Sarajevo,120,7,0.5,5,1
350000,0,Ilidza,160,7,0.5,4,1
114000,0,Novi Grad,61,7,0.5,3,2
135000,0,Vogosca,79,7,0.5,3,2
115000,0,Novi Grad,55,7,0.5,2,3
139000,0,Opcina Centar,47,8,0.5,2,1
83000,0,Novi Grad,43,8,0.5,1,2
99000,0,Novi Grad,59,8,0.5,2,2
145000,0,Novo Sarajevo,53,8,0.5,2,2
237500,0,Novi Grad,89,8,0.5,4,2
246000,0,Novi Grad,90,8,0.5,4,2
51000,0,Novi Grad,29,8,0.5,1,3
117000,0,Ilidza,58,8,0.5,3,3
138500,0,Novi Grad,73,8,0.5,3,3
184300,0,Ilidza,87,8,0.5,4,3
191000,0,Novi Grad,103,8,0.5,4,4
125000,0,Novi Grad,58,9,0.5,2,2
142900,0,Novi Grad,77,9,0.5,4,2
179000,0,Novo Sarajevo,56,9,0.5,2,2
185000,0,Novo Sarajevo,73,9,0.5,3,2
350000,1,Ilidza,160,10,0.5,4,1
101000,0,Ilidza,54,10,0.5,2,2
116000,0,Ilidza,67,10,0.5,3,2
101000,1,Ilidza,54,10,0.5,2,3
104000,0,Novo Sarajevo,40,11,0.5,1.5,2
105000,0,Novi Grad,78,11,0.5,3,2
133000,0,Novi Grad,70,11,0.5,3,2
150000,0,Novi Grad,86,11,0.5,4,2
120000,0,Novi Grad,75,12,0.5,3,2
160000,0,Novi Grad,78,12,0.5,3,2
300000,0,Novi Grad,110,12,0.5,5,2
300000,0,Novi Grad,110,12,0.5,5,2
79000,0,Novi Grad,28,12,0.5,0,3
351000,0,Novi Grad,110,12,0.5,5,3
65000,0,Ilidza,30,13,0.5,0,2
79990,0,Novo Sarajevo,36,13,0.5,1,2
80000,0,Novo Sarajevo,36,13,0.5,1,2
97000,0,Ilidza,44,13,0.5,2,2
130000,0,Novi Grad,86,13,0.5,4,2
150000,0,Novi Grad,72,13,0.5,3,2
650000,0,Novi Grad,155,13,0.5,4,2
64500,0,Ilidza,30,13,0.5,0,3
65000,0,Ilidza,30,13,0.5,0,3
92000,0,Ilidza,51,13,0.5,3,3
93000,0,Ilidza,45,13,0.5,2,3
257000,0,Novo Sarajevo,97,14,0.5,4,1
147000,0,Novi Grad,55,14,0.5,3,2
145000,0,Novi Grad,55,14,0.5,2,3
147000,0,Novi Grad,55,14,0.5,3,3
150000,0,Novi Grad,55,14,0.5,3,3
124200,0,Novi Grad,69,15,0.5,3,2
127000,0,Novi Grad,69,15,0.5,3,2
185000,0,Novo Sarajevo,71,15,0.5,3,2
185000,0,Novo Sarajevo,71,15,0.5,3,2
106600,0,Novo Sarajevo,52,18,0.5,2,2
106600,0,Novo Sarajevo,52,18,0.5,1.5,2
106600,0,Novo Sarajevo,52,18,0.5,1.5,2
140000,0,Novo Sarajevo,56,18,0.5,2,2
170000,0,Novo Sarajevo,72,19,0.5,3,2
55000,0,Novi Grad,26,-1,1,0,1
68000,0,Opcina Centar,33,-1,1,0,1
70000,0,Novo Sarajevo,33,-1,1,1,1
75000,0,Novo Sarajevo,56,-1,1,2,1
119000,0,Opcina Centar,48,-1,1,2,1
165000,0,Opcina Centar,75,-1,1,2,1
175000,0,Ilidza,74,-1,1,4,1
60000,0,Novi Grad,28,-1,1,0,2
80000,0,Novi Grad,52,-1,1,2,2
81000,0,Novi Grad,40,-1,1,2,2
85000,0,Novi Grad,49,-1,1,2,2
85000,0,Novo Sarajevo,50,-1,1,2,2
89000,0,Novo Sarajevo,49,-1,1,2,2
89000,0,Novo Sarajevo,52,-1,1,2,2
89900,0,Novo Sarajevo,63,-1,1,3,2
155000,0,Novo Sarajevo,52,-1,1,2,2
85000,0,Ilidza,53,-1,1,1.5,4
43000,0,Novi Grad,23,0,1,0,1
65000,0,Opcina Centar,39,0,1,1,1
67000,0,Stari Grad,49,0,1,2,1
76500,0,Novo Sarajevo,42,0,1,2,1
80000,0,Stari Grad,34,0,1,1,1
80000,0,Stari Grad,34,0,1,1,1
80000,0,Stari Grad,34,0,1,1,1
80000,0,Opcina Centar,30,0,1,0,1
83000,0,Stari Grad,35,0,1,1,1
89000,0,Novo Sarajevo,30,0,1,1,1
90000,0,Opcina Centar,32,0,1,1,1
97000,0,Opcina Centar,36,0,1,1,1
99500,0,Novi Grad,71,0,1,3,1
104000,1,Stari Grad,33,0,1,1.5,1
107000,0,Hadzici,70,0,1,3,1
120000,0,Stari Grad,40,0,1,2,1
120000,0,Opcina Centar,55,0,1,2,1
120000,0,Novi Grad,58,0,1,2,1
125000,0,Novo Sarajevo,59,0,1,2,1
126000,0,Ilidza,56,0,1,2,1
130000,0,Novo Sarajevo,68,0,1,3,1
130000,0,Stari Grad,40,0,1,2,1
130000,0,Opcina Centar,62,0,1,2,1
132000,0,Opcina Centar,46,0,1,2,1
135000,0,Novi Grad,87,0,1,3,1
135000,0,Opcina Centar,65,0,1,2,1
139000,0,Vogosca,66,0,1,2,1
140000,0,Novi Grad,72,0,1,3,1
142000,1,Novi Grad,58,0,1,2,1
144000,0,Stari Grad,68,0,1,3,1
144000,0,Novi Grad,58,0,1,2,1
145000,0,Novo Sarajevo,52,0,1,2,1
145000,0,Novo Sarajevo,54,0,1,2,1
145000,0,Novo Sarajevo,54,0,1,2,1
149000,0,Stari Grad,40,0,1,1.5,1
150000,1,Opcina Centar,98,0,1,4,1
159000,0,Novo Sarajevo,53,0,1,2,1
159000,0,Novo Sarajevo,53,0,1,2,1
159000,0,Novo Sarajevo,53,0,1,2,1
159000,0,Novo Sarajevo,53,0,1,2,1
160000,0,Novo Sarajevo,68,0,1,3,1
160000,0,Opcina Centar,40,0,1,1,1
175000,1,Novi Grad,73,0,1,3,1
179000,0,Opcina Centar,65,0,1,3,1
180000,0,Opcina Centar,63,0,1,2,1
189000,0,Opcina Centar,77,0,1,3,1
205000,0,Opcina Centar,76,0,1,3,1
215000,0,Stari Grad,65,0,1,3,1
215000,0,Stari Grad,65,0,1,3,1
215000,0,Stari Grad,70,0,1,3,1
224000,1,Stari Grad,49,0,1,2,1
226000,0,Opcina Centar,113,0,1,4,1
230000,0,Stari Grad,110,0,1,3,1
248000,0,Trnovo,90,0,1,3,1
298700,0,Stari Grad,145,0,1,5,1
300000,0,Stari Grad,120,0,1,4,1
300000,0,Stari Grad,120,0,1,4,1
300000,0,Stari Grad,120,0,1,4,1
315000,0,Opcina Centar,108,0,1,4,1
315000,0,Opcina Centar,94,0,1,3,1
320000,1,Stari Grad,103,0,1,4,1
320000,0,Opcina Centar,107,0,1,4,1
330000,0,Opcina Centar,98,0,1,4,1
333500,1,Stari Grad,73,0,1,3,1
350000,0,Opcina Centar,107,0,1,4,1
350000,0,Opcina Centar,79,0,1,3,1
360000,0,Stari Grad,120,0,1,5,1
360000,1,Stari Grad,120,0,1,5,1
379000,1,Opcina Centar,90,0,1,3,1
380000,0,Opcina Centar,90,0,1,3,1
390000,1,Opcina Centar,94,0,1,3,1
398000,0,Opcina Centar,105,0,1,3,1
399000,0,Opcina Centar,95,0,1,3,1
65000,0,Opcina Centar,39,0,1,1.5,2
100000,0,Ilidza,45,0,1,1.5,2
102000,0,Novi Grad,58,0,1,2,2
140000,0,Ilidza,65,0,1,3,2
145000,0,Novo Sarajevo,54,0,1,2,2
145000,0,Opcina Centar,64,0,1,2,2
150000,0,Novi Grad,52,0,1,2,2
155000,0,Novi Grad,89,0,1,3,2
157000,0,Novi Grad,72,0,1,3,2
160000,0,Novi Grad,58,0,1,2,2
164000,0,Opcina Centar,73,0,1,3,2
175000,0,Opcina Centar,78,0,1,3,2
199000,0,Opcina Centar,71,0,1,3,2
199000,0,Opcina Centar,71,0,1,3,2
199000,0,Stari Grad,71,0,1,3,2
208000,0,Opcina Centar,84,0,1,4,2
398000,0,Opcina Centar,105,0,1,4,2
87000,0,Ilidza,50,0,1,2,3
105000,0,Novi Grad,73,0,1,4,3
120000,1,Opcina Centar,38,0,1,1,3
41000,0,Stari Grad,22,0,1,0,4
60000,0,Opcina Centar,25,0,1,0,4
68500,0,Opcina Centar,27,0,1,0,4
69900,0,Opcina Centar,27,0,1,0,4
77000,0,Opcina Centar,54,0,1,2,4
78000,0,Opcina Centar,27,0,1,0,4
78000,0,Opcina Centar,30,0,1,0,4
84900,0,Opcina Centar,57,0,1,2,4
85000,0,Stari Grad,31,0,1,1,4
85000,0,Stari Grad,31,0,1,1,4
85000,0,Opcina Centar,34,0,1,1,4
90000,0,Opcina Centar,54,0,1,2,4
105000,0,Stari Grad,48,0,1,2,4
107000,0,Ilidza,49,0,1,2,4
107000,0,Ilidza,49,0,1,2,4
130000,0,Novo Sarajevo,50,0,1,2,4
160000,0,Opcina Centar,47,0,1,2,4
160000,0,Opcina Centar,50,0,1,2,4
169000,0,Opcina Centar,45,0,1,2,4
169000,0,Opcina Centar,43,0,1,1,4
169000,0,Opcina Centar,43,0,1,1,4
65000,0,Novo Sarajevo,36,0,1,1.5,5
67000,0,Novo Sarajevo,36,0,1,2,5
130000,0,Trnovo,45,0,1,2,5
160000,0,Opcina Centar,50,0,1,2,5
217000,1,Opcina Centar,62,0,1,3,5
359000,1,Stari Grad,76,0,1,3,5
1200,0,Opcina Centar,89,1,1,4,1
51000,0,Hadzici,38,1,1,1.5,1
55000,0,Novi Grad,56,1,1,1.5,1
66000,0,Novo Sarajevo,37,1,1,1,1
74500,0,Ilidza,56,1,1,2,1
80000,0,Opcina Centar,33,1,1,1,1
80000,0,Opcina Centar,22,1,1,0,1
85000,0,Stari Grad,23,1,1,1,1
88000,0,Novi Grad,40,1,1,1,1
89000,0,Opcina Centar,35,1,1,1,1
92900,0,Hadzici,56,1,1,2,1
94500,0,Opcina Centar,35,1,1,1,1
95000,0,Ilidza,43,1,1,2,1
95000,0,Ilidza,43,1,1,2,1
104000,1,Stari Grad,33,1,1,1.5,1
107000,0,Ilidza,45,1,1,2,1
108000,0,Opcina Centar,35,1,1,2,1
115000,0,Ilidza,45,1,1,2,1
115000,1,Ilidza,53,1,1,2,1
120000,0,Novi Grad,53,1,1,2,1
123000,0,Novi Grad,52,1,1,2,1
124440,0,Opcina Centar,61,1,1,1.5,1
125000,0,Opcina Centar,50,1,1,2,1
125000,0,Opcina Centar,57,1,1,2,1
127500,0,Opcina Centar,61,1,1,2,1
127500,0,Opcina Centar,61,1,1,1.5,1
128000,0,Ilidza,54,1,1,2,1
130000,0,Opcina Centar,40,1,1,1,1
135000,0,Ilidza,61,1,1,2,1
140000,0,Opcina Centar,50,1,1,2,1
145000,0,Novi Grad,59,1,1,2,1
149900,0,Ilidza,78,1,1,3,1
150000,0,Ilidza,59,1,1,3,1
155000,0,Novo Sarajevo,157,1,1,4,1
155000,0,Novo Sarajevo,61,1,1,2,1
165000,0,Opcina Centar,55,1,1,2,1
169000,0,Trnovo,66,1,1,3,1
169500,0,Opcina Centar,52,1,1,3,1
170000,0,Ilidza,63,1,1,3,1
174000,0,Novo Sarajevo,70,1,1,3,1
175000,0,Ilidza,72,1,1,3,1
176800,0,Stari Grad,68,1,1,3,1
179000,0,Opcina Centar,58,1,1,3,1
186000,0,Opcina Centar,62,1,1,2,1
186000,0,Opcina Centar,62,1,1,2,1
189900,0,Novo Sarajevo,100,1,1,3,1
192500,0,Ilidza,71,1,1,3,1
198000,0,Opcina Centar,63,1,1,2,1
199500,0,Opcina Centar,68,1,1,2,1
200000,0,Stari Grad,100,1,1,3,1
200000,1,Opcina Centar,50,1,1,1.5,1
220800,0,Opcina Centar,92,1,1,3,1
228000,0,Opcina Centar,76,1,1,3,1
240000,0,Stari Grad,82,1,1,3,1
240000,0,Ilidza,90,1,1,2,1
244000,1,Opcina Centar,91,1,1,3,1
245000,0,Opcina Centar,90,1,1,3,1
250000,0,Opcina Centar,66,1,1,2,1
270000,0,Opcina Centar,90,1,1,3,1
270000,0,Opcina Centar,97,1,1,3,1
283500,0,Opcina Centar,81,1,1,3,1
285000,0,Opcina Centar,70,1,1,3,1
285000,0,Stari Grad,130,1,1,3,1
286500,1,Opcina Centar,109,1,1,4,1
288000,0,Novo Sarajevo,116,1,1,4,1
290000,0,Novo Sarajevo,150,1,1,4,1
299000,0,Opcina Centar,92,1,1,4,1
299500,0,Opcina Centar,100,1,1,3,1
320000,0,Opcina Centar,97,1,1,3,1
320000,0,Opcina Centar,285,1,1,3,1
325000,0,Ilidza,90,1,1,3,1
330000,0,Opcina Centar,116,1,1,4,1
350000,0,Opcina Centar,108,1,1,4,1
350000,0,Opcina Centar,108,1,1,4,1
382000,1,Stari Grad,83,1,1,4,1
410000,0,Opcina Centar,113,1,1,4,1
430000,0,Opcina Centar,190,1,1,4,1
550000,0,Opcina Centar,131,1,1,4,1
650000,0,Stari Grad,264,1,1,5,1
1500000,0,Stari Grad,276,1,1,5,1
45000,0,Novi Grad,23,1,1,0,2
82000,0,Ilidza,30,1,1,0,2
82000,0,Ilidza,30,1,1,0,2
82900,0,Hadzici,56,1,1,3,2
84000,0,Ilidza,30,1,1,0,2
89500,0,Novi Grad,52,1,1,2,2
110000,0,Novi Grad,64,1,1,3,2
114900,0,Novi Grad,54,1,1,2,2
115000,0,Novi Grad,54,1,1,2,2
120000,0,Novi Grad,63,1,1,2,2
135000,0,Ilidza,53,1,1,3,2
135000,0,Ilidza,67,1,1,3,2
145000,1,Novi Grad,57,1,1,2,2
150000,0,Opcina Centar,48,1,1,2,2
154000,0,Novo Sarajevo,57,1,1,2,2
154900,0,Novo Sarajevo,57,1,1,2,2
155000,0,Novi Grad,55,1,1,2,2
156600,0,Novo Sarajevo,58,1,1,2,2
160000,0,Novi Grad,64,1,1,2,2
176000,0,Ilidza,84,1,1,3,2
192500,0,Ilidza,71,1,1,3,2
205000,0,Opcina Centar,86,1,1,3,2
205000,0,Opcina Centar,63,1,1,2,2
229000,0,Opcina Centar,75,1,1,3,2
249000,0,Novo Sarajevo,81,1,1,4,2
250000,0,Novo Sarajevo,74,1,1,3,2
250000,0,Novo Sarajevo,74,1,1,3,2
250000,0,Novo Sarajevo,74,1,1,3,2
250000,0,Novo Sarajevo,74,1,1,3,2
250000,0,Novo Sarajevo,74,1,1,3,2
250000,1,Novo Sarajevo,74,1,1,3,2
250000,0,Novo Sarajevo,74,1,1,3,2
250000,0,Novo Sarajevo,74,1,1,3,2
250000,0,Novo Sarajevo,74,1,1,3,2
250000,0,Novo Sarajevo,75,1,1,3,2
293000,0,Ilidza,67,1,1,3,2
300000,0,Ilidza,78,1,1,5,2
379000,0,Opcina Centar,108,1,1,5,2
490000,0,Opcina Centar,125,1,1,4,2
99000,0,Vogosca,60,1,1,3,3
108000,0,Novi Grad,78,1,1,2,3
120000,0,Novi Grad,61,1,1,2,3
124000,0,Ilidza,58,1,1,3,3
130000,0,Ilidza,66,1,1,3,3
134000,0,Ilidza,53,1,1,3,3
135000,0,Ilidza,53,1,1,3,3
145000,0,Ilidza,53,1,1,2,3
145000,0,Ilidza,53,1,1,2,3
150000,0,Opcina Centar,55,1,1,1,3
163800,1,Opcina Centar,39,1,1,2,3
248500,0,Novi Grad,76,1,1,4,3
405000,1,Opcina Centar,118,1,1,4,3
75000,0,Opcina Centar,30,1,1,0,4
77000,0,Novi Grad,45,1,1,2,4
83000,0,Novi Grad,38,1,1,1.5,4
87000,0,Novi Grad,47,1,1,2,4
95000,0,Novo Sarajevo,30,1,1,1,4
110000,0,Opcina Centar,40,1,1,2,4
119999,1,Vogosca,69,1,1,4,4
127000,0,Novi Grad,59,1,1,2,4
130000,0,Opcina Centar,57,1,1,3,4
130000,0,Novo Sarajevo,,,,,
140000,0,Novo Sarajevo,56,1,1,2,4
165000,0,Opcina Centar,65,1,1,2,4
179000,0,Opcina Centar,66,1,1,2,4
180000,0,Stari Grad,84,1,1,3,4
217000,0,Opcina Centar,62,1,1,2,4
240000,0,Novo Sarajevo,196,1,1,3,4
250000,0,Opcina Centar,66,1,1,2,4
299000,0,Novo Sarajevo,116,1,1,4,4
383000,1,Opcina Centar,119,1,1,4,4
490000,0,Opcina Centar,86,1,1,3,4
65000,0,Novo Sarajevo,31,1,1,1,5
99000,1,Ilidza,45,1,1,2,5
114000,0,Vogosca,69,1,1,3,5
117000,0,Vogosca,69,1,1,3,5
160000,0,Opcina Centar,70,1,1,2,5
180000,0,Opcina Centar,81,1,1,3,5
230000,0,Opcina Centar,63,1,1,2,5
250000,0,Opcina Centar,105,1,1,3,5
256000,0,Opcina Centar,105,1,1,3,5
61000,0,Opcina Centar,20,2,1,0,1
72000,0,Opcina Centar,30,2,1,0,1
80000,0,Opcina Centar,70,2,1,1,1
85000,0,Ilidza,47,2,1,3,1
85000,0,Ilidza,47,2,1,2,1
85000,0,Novi Grad,31,2,1,1,1
90000,0,Hadzici,50,2,1,2,1
95000,0,Novi Grad,65,2,1,3,1
110000,0,Ilidza,61,2,1,2,1
115000,0,Ilidza,57,2,1,3,1
115000,0,Ilidza,60,2,1,3,1
115000,0,Ilidza,60,2,1,3,1
120000,0,Opcina Centar,55,2,1,2,1
121359,0,Ilidza,65,2,1,3,1
121500,0,Ilidza,56,2,1,3,1
122000,0,Vogosca,65,2,1,3,1
124000,0,Novi Grad,52,2,1,2,1
125000,0,Opcina Centar,46,2,1,2,1
127950,0,Ilidza,60,2,1,2,1
130000,0,Ilidza,41,2,1,2,1
130000,0,Ilidza,41,2,1,2,1
130000,0,Ilidza,40,2,1,1,1
130600,0,Ilidza,60,2,1,2,1
133500,0,Ilidza,60,2,1,2,1
134000,0,Novo Sarajevo,59,2,1,2,1
135000,0,Ilidza,70,2,1,3,1
135000,0,Opcina Centar,40,2,1,2,1
136000,0,Novo Sarajevo,43,2,1,1.5,1
137000,0,Ilidza,70,2,1,3,1
137000,0,Ilidza,70,2,1,3,1
137000,0,Ilidza,70,2,1,3,1
145000,0,Ilidza,70,2,1,3,1
145000,1,Stari Grad,48,2,1,2,1
151900,0,Opcina Centar,54,2,1,2,1
160000,0,Stari Grad,47,2,1,2,1
164650,0,Ilidza,89,2,1,3,1
170000,0,Ilidza,74,2,1,3,1
170000,0,Ilidza,74,2,1,3,1
170000,0,Ilidza,74,2,1,3,1
192000,0,Novi Grad,84,2,1,2,1
196000,0,Novo Sarajevo,89,2,1,4,1
208000,0,Novo Sarajevo,93,2,1,3,1
210900,0,Stari Grad,60,2,1,3,1
213600,0,Opcina Centar,89,2,1,4,1
215000,0,Opcina Centar,75,2,1,3,1
220000,0,Stari Grad,100,2,1,4,1
220000,0,Stari Grad,80,2,1,3,1
227000,0,Stari Grad,81,2,1,3,1
230000,0,Opcina Centar,73,2,1,3,1
245000,0,Stari Grad,60,2,1,3,1
245000,0,Stari Grad,60,2,1,3,1
248000,0,Stari Grad,209,2,1,4,1
249000,0,Opcina Centar,91,2,1,3,1
250000,0,Opcina Centar,95,2,1,4,1
250000,0,Opcina Centar,65,2,1,3,1
260000,1,Opcina Centar,68,2,1,3,1
265000,0,Opcina Centar,89,2,1,4,1
270000,0,Stari Grad,75,2,1,4,1
300000,0,Opcina Centar,66,2,1,3,1
310000,0,Opcina Centar,100,2,1,3,1
320000,0,Opcina Centar,80,2,1,3,1
324800,0,Opcina Centar,112,2,1,4,1
335000,0,Stari Grad,125,2,1,4,1
349000,0,Stari Grad,112,2,1,4,1
375000,0,Stari Grad,140,2,1,4,1
390000,1,Opcina Centar,95,2,1,3,1
398000,0,Stari Grad,74,2,1,2,1
398000,0,Opcina Centar,74,2,1,2,1
398000,0,Opcina Centar,74,2,1,2,1
420000,1,Opcina Centar,113,2,1,4,1
420000,0,Opcina Centar,113.55,2,1,4,1
